Product Brand Name,Product Name,Product Quantity,Product Offered Price,Product Original Price,Product Sale Price,Product Discount
Fresho,Orange - Imported (Loose),4 pcs,₹216.08,₹296,Get it for ₹205.28!,27% OFF
Fresho,Orange - Imported (Loose),6 pcs,₹314,₹430.14,No Product Sale Price,27% OFF
Fresho,Avocado Imported - Small,1 pc - Approx. 120-160gm,₹99,₹156.16,Get it for ₹94.05!,37% OFF
Fresho,"Orange - Nagpur, Small (Loose)",2 kg,₹103,₹141.1,No Product Sale Price,27% OFF
Fresho,Blueberry,125 g,₹294.19,₹403,Get it for ₹279.48!,27% OFF
Fresho,"Apple - Shimla, Regular",4 pcs - (Approx. 640-720 g),₹159,₹217.81,Get it for ₹151.05!,27% OFF
Fresho,Cauliflower - Small,1 pc - (Approx. 300 - 500 g),₹30,₹41.1,Get it for ₹28.50!,27% OFF
Fresho,Potato,1 kg,₹19,₹39.73,Get it for ₹18.05!,52% OFF
Fresho,Organic Sprouts Mixed Gram,200 g,₹40.15,₹55,Get it for ₹38.14!,27% OFF
Fresho,Grapes - Red Globe,1 kg,₹243,₹332.88,No Product Sale Price,27% OFF
Fresho,Dragon Fruit - Red Flesh,1 pc,₹131.4,₹180,No Product Sale Price,27% OFF
Fresho,"Brinjal - Purple, Bharta (Loose)",500 g,₹14.5,₹39.73,Har Din Sasta!,64% OFF
Fresho,Banana - Yelakki,6 pcs,₹44,₹60.27,No Product Sale Price,27% OFF
Fresho,Baby Apple Shimla,1 kg - (Approx. 8 - 10 pcs),₹182,₹249.32,Get it for ₹172.90!,27% OFF
Fresho,Tender Coconut - Small,1 pc,No Product Price,₹66,No Product Sale Price,27% OFF
Fresho,Lemon,6 pcs,₹30,₹41.1,No Product Sale Price,27% OFF
Fresho,"Apple - Shimla, Economy",1 kg - (Approx. 13-14 pcs),₹169,₹298.63,Har Din Sasta!,43% OFF
Fresho,Ooty Beetroot,1 kg,₹117,₹160.27,No Product Sale Price,27% OFF
Fresho,"Apple - Red Delicious, Economy",4 pcs - (Approx. 450g - 500g),₹207.32,₹284,Get it for ₹196.95!,27% OFF
Fresho,Yam - Diced,200 g,₹58,₹79.45,Get it for ₹55.10!,27% OFF
Fresho,Curry Leaves,1 kg,₹73,₹100,No Product Sale Price,27% OFF
Fresho,Coriander 1 pc,1 pc - (approx. 80-100g),₹7.5,₹10.96,Get it for ₹7.13!,32% OFF
Fresho,Lemon (Loose),100 g,₹13,₹31.51,@ ₹1 on ₹799 bill,59% OFF
Fresho,Papaya - Medium,1 pc - 800g - 1.4 kg,₹61.32,₹84,Get it for ₹58.25!,27% OFF
Fresho,Broccoli,1 pc - (Approx. 100g-300g),₹37.23,₹51,Get it for ₹35.37!,27% OFF
Fresho,"Orange - Nagpur, Regular",3 x 1 kg - Multipack,₹213,₹291.78,No Product Sale Price,27% OFF
Fresho,Mini Orange Imported (Loose),1 kg,₹245,₹335.62,Get it for ₹232.75!,27% OFF
Fresho,Strawberry,200 g,₹62.05,₹85,No Product Sale Price,27% OFF
Fresho,Orange - Kinnow (Loose),1 kg,₹75,₹102.74,No Product Sale Price,27% OFF
Fresho,Broccoli,100 g,₹9.49,₹13,No Product Sale Price,27% OFF
Fresho,Grapes - Green Sonaka,Approx 500 g - 1 Pack,₹45,₹62,Har Din Sasta!,27% OFF
Fresho,Carrot - Red,500 g,₹12,₹25,Har Din Sasta!,52% OFF
Fresho,"Methi/Venthaya Keerai - Cleaned, without roots",250 g,₹10,₹15.07,Har Din Sasta!,34% OFF
Fresho,Ginger - Organically Grown,500 g,₹89.06,₹122,No Product Sale Price,27% OFF
Fresho,"Mint Leaves - Cleaned, without roots",1 kg,₹73,₹100,No Product Sale Price,27% OFF
Fresho,Grapes - Black Seedless,500 g,₹75,₹102.74,No Product Sale Price,27% OFF
Fresho,Palak - Organically Grown,1 kg,₹105,₹143.84,No Product Sale Price,27% OFF
Fresho,"Tomato - Local, Organically Grown (Loose)",1 kg,₹33,₹45.21,No Product Sale Price,27% OFF
Fresho,Coccinia (Loose),500 g,₹11,₹30.14,Har Din Sasta!,64% OFF
Fresho,Corriander  - Organically Grown,1 kg,₹62,₹84.93,No Product Sale Price,27% OFF
Fresho,Spring Onion - With roots,1 pc - (Approx. 100 g),₹14,₹19.18,No Product Sale Price,27% OFF
Fresho,Beans - Broad (Loose),1 kg,₹67,₹91.78,No Product Sale Price,27% OFF
Fresho,Betel Leaf,10 pcs,₹13,₹17.81,No Product Sale Price,27% OFF
Fresho,Sweet Potato (Loose),1 kg,₹67,₹91.78,No Product Sale Price,27% OFF
Fresho,Sapota,1 kg,₹65,₹89.04,No Product Sale Price,27% OFF
Fresho,Chow Chow (Loose),1 kg,₹31,₹42.47,No Product Sale Price,27% OFF
Fresho,Cucumber - Organically Grown (Loose),1 kg,₹43.07,₹59,No Product Sale Price,27% OFF
Fresho,"Banana - Yelakki, Organically Grown",1 kg,₹94,₹128.77,No Product Sale Price,27% OFF
Fresho,Chrysanthemum/Shevanti Flower,1 kg,₹333,₹456.16,No Product Sale Price,27% OFF
Fresho,Sugarcane,1 pc,₹8.77,₹10.96,No Product Sale Price,20% OFF
Fresho,Avocado (Loose),1 kg,₹443,₹606.85,No Product Sale Price,27% OFF
Fresho,Knol Khol (Loose),1 kg,₹35,₹47.95,No Product Sale Price,27% OFF
Fresho,Coloured Capsicum Mix,350 g (2 pieces),₹71,₹97.26,No Product Sale Price,27% OFF
Fresho,Cut Roses Flower,1 kg,₹173,₹236.99,No Product Sale Price,27% OFF
Fresho,Strawberry - Organically Grown,200 g,₹90,₹123.29,No Product Sale Price,27% OFF
Fresho,Radish - White (Loose),1 kg,₹33,₹45.21,No Product Sale Price,27% OFF
Fresho,Beans - Cowpea (Loose),1 kg,₹63,₹86.3,No Product Sale Price,27% OFF
Fresho,Grapes - Bangalore Blue,1 kg,₹51,₹69.86,No Product Sale Price,27% OFF
Fresho,Banana - Raw Green (Loose),1 kg,₹67,₹91.78,No Product Sale Price,27% OFF
Fresho,Ber - Apple (Loose),1 kg,₹79,₹108.22,No Product Sale Price,27% OFF
Fresho,Sweet Potato - Organically Grown (Loose),1 kg,₹77,₹105.48,No Product Sale Price,27% OFF
Fresho,"Tomato - Hybrid, Organically Grown (Loose)",1 kg,₹53,₹72.6,No Product Sale Price,27% OFF
Fresho,Beetroot - Organically Grown (Loose),1 kg,₹71,₹97.26,No Product Sale Price,27% OFF
Fresho,Dill Leaves,1 kg,₹115,₹157.53,No Product Sale Price,27% OFF
Fresho,Mint - Organically Grown,1 kg,₹75,₹102.74,No Product Sale Price,27% OFF
Fresho,Fresh Figs,1 kg,₹179.58,₹246,No Product Sale Price,27% OFF
Fresho,Custard Apple,1 kg,₹139.43,₹191,No Product Sale Price,27% OFF
Fresho,Pineapple,1 pc - 800 g -1000 g,₹74.46,₹102,No Product Sale Price,27% OFF
Fresho,Mustard Leaves (Sarso Saag),1 kg,₹99,₹135.62,No Product Sale Price,27% OFF
Fresho,Baby Potato (Loose),1 kg,₹53,₹72.6,No Product Sale Price,27% OFF
Fresho,Muskmelon -  Netted Small,1 pc - 500g-900g,₹38,₹52.05,No Product Sale Price,27% OFF
Fresho,Muskmelon - Striped,1 pc - (approx. 450 g - 900 g),₹47.45,₹65,No Product Sale Price,27% OFF
Fresho,Longan,1 kg,₹363.54,₹498,No Product Sale Price,27% OFF
Fresho,Tomato - Cherry,1 kg,₹275,₹376.71,No Product Sale Price,27% OFF
Fresho,Cape Gooseberry,500 g,₹145.27,₹199,No Product Sale Price,27% OFF
Fresho,"Brinjal - Green, Long (Loose)",1 kg,₹65,₹89.04,No Product Sale Price,27% OFF
Fresho,"Capsicum - Green, Organically Grown (Loose)",1 kg,₹63,₹86.3,No Product Sale Price,27% OFF
Fresho,Coconut - Large,1 pc - (approx. 550g to 650g),₹33.58,₹46,No Product Sale Price,27% OFF
Fresho,Chilli - Green Small (Loose),500 g,₹71,₹97.26,No Product Sale Price,27% OFF
Fresho,Basale Leaf,250 g,₹24,₹32.88,No Product Sale Price,27% OFF
Fresho,"Amaranthus - Red Cleaned, without roots",1 kg,₹151,₹206.85,No Product Sale Price,27% OFF
Fresho,Groundnut - Fresh (Loose),1 kg,₹107,₹146.58,No Product Sale Price,27% OFF
Fresho,Pomegranate - Peeled,500 g,₹197,₹269.86,No Product Sale Price,27% OFF
Fresho,Beans - Organically Grown (Loose),1 kg,₹75,₹102.74,No Product Sale Price,27% OFF
Fresho,Beans - Cluster (Loose),1 kg,₹87,₹119.18,No Product Sale Price,27% OFF
Fresho,Beans - Avare (Loose),1 kg,₹61,₹83.56,No Product Sale Price,27% OFF
Fresho,"Watermelon - Striped, Large",1 pc - 3 kg -5 kg,₹151.11,₹207,No Product Sale Price,27% OFF
Fresho,Organic Sprouts Mixed Gram,150 g,₹24,₹32.88,No Product Sale Price,27% OFF
Fresho,Turmeric - Fresh (Loose),1 kg,₹95,₹130.14,No Product Sale Price,27% OFF
Fresho,Cucumber - Mangalore,1 pc (Approx 500-1000 g),₹48,₹65.75,No Product Sale Price,27% OFF
Fresho,Colocasia (Loose),1 kg,₹103,₹141.1,No Product Sale Price,27% OFF
Fresho,"Apple - Red Delicious, Organically Grown",4 pcs,₹166.44,₹228,No Product Sale Price,27% OFF
Fresho,Lettuce - Green,1 kg,₹229,₹313.7,No Product Sale Price,27% OFF
Fresho,Marigold Flower - Orange,1 kg,₹293,₹401.37,No Product Sale Price,27% OFF
Fresho,Drumstick Leaves,250 g,₹41,₹56.16,No Product Sale Price,27% OFF
Fresho,Marigold Flower - Yellow,1 kg,₹103,₹141.1,No Product Sale Price,27% OFF
Fresho,Snake Gourd,1 kg,₹59,₹80.82,No Product Sale Price,27% OFF
Fresho,"Banana - Nendran, Organically Grown",1 Kg,₹60,₹82.19,No Product Sale Price,27% OFF
Fresho,Cauliflower - Organically Grown,1 pc - Approx. 400 to 600 g,₹38,₹52.05,No Product Sale Price,27% OFF
Fresho,Lemon Grass,100 g,₹11,₹15.07,No Product Sale Price,27% OFF
Fresho,Rosemary,10 g,₹23.36,₹32,No Product Sale Price,27% OFF
Fresho,Passion Fruit,1 kg,₹359,₹491.78,No Product Sale Price,27% OFF
Fresho,Organic Sprouts Moong Green,150 g,₹25,₹34.25,No Product Sale Price,27% OFF
Fresho,Pumpkin - Disco,1 pc,₹43,₹58.9,No Product Sale Price,27% OFF
Fresho,Beans - Double (Loose),1 kg,₹139,₹190.41,No Product Sale Price,27% OFF
Fresho,Wood Apple - Kothbel (Loose),1 pc,₹14,₹19.18,No Product Sale Price,27% OFF
Fresho,Bitter Gourd - Organically Grown (Loose),1 kg,₹71,₹97.26,No Product Sale Price,27% OFF
Fresho,Tender Coconut - Premium,1 pc,No Product Price,₹58,No Product Sale Price,27% OFF
Fresho,Sugarcane - Cut,1 kg,No Product Price,No Product Price,No Product Sale Price,No Discount
Fresho,"Chow Chow - Organically Grown, Rich In Vitamins, Good For Weight Loss",1 kg,₹37,₹50.68,No Product Sale Price,27% OFF
Fresho,Papaya - Raw,1 kg,₹40.15,₹55,No Product Sale Price,27% OFF
Fresho,Cabbage - Organically Grown (Loose),1 pc (approx. 300-1.3 Kg),₹48,₹65.75,No Product Sale Price,27% OFF
Fresho,Bottle Gourd - Organically Grown (Loose),1 pc,₹46.72,₹64,No Product Sale Price,27% OFF
Fresho,Sugarcane - Diced,200 g,₹30,₹41.1,No Product Sale Price,27% OFF
Fresho,Banana Stem - Organically Grown (Loose),1 pc,₹23.36,₹32,No Product Sale Price,27% OFF
Fresho,Zucchini - Green,2 pcs Approx (300-400g),₹54,₹73.97,No Product Sale Price,27% OFF
Fresho,Celery,1 kg,₹78.96,₹108.17,No Product Sale Price,27% OFF
Fresho,"Amaranthus - Green Cleaned, without roots",1 Kg,₹147,₹201.37,No Product Sale Price,27% OFF
Fresho,Mango - Raw Totapuri,1 kg,₹137,₹187.67,No Product Sale Price,27% OFF
Fresho,"Gongura Leaves/Pulicha - Cleaned, without roots",250 g,₹25.55,₹35,No Product Sale Price,27% OFF
Fresho,"Capsicum - Red, Organically Grown (Loose)",1 pc,₹44.53,₹61,No Product Sale Price,27% OFF
Fresho,Coconut with Husk - Pooja Coconut,1 pc - (approx. 250g to 300g),₹33.58,₹46,No Product Sale Price,27% OFF
Fresho,Pineapple - Slices,200 g,₹74,₹101.37,No Product Sale Price,27% OFF
Fresho,Soursop,1 pc - 400 - 800g,₹92.71,₹127,No Product Sale Price,27% OFF
Fresho,Mosambi - Premium (Loose),4 pcs - 900-1 kg,₹75.19,₹103,Get it for ₹71.43!,27% OFF
Fresho,Ridge Gourd - Organically Grown (Loose),1 kg,₹73,₹100,No Product Sale Price,27% OFF
Fresho,Coconut - Organically Grown (Loose),1 pc - (approx. 300g to 400g),₹38.69,₹53,No Product Sale Price,27% OFF
Fresho,Baby Corn - Unpeeled (Loose),1 kg,₹43,₹58.9,No Product Sale Price,27% OFF
Fresho,Watermelon - Organically Grown (Loose),1 pc (approx. 1 -3 kg),₹100,₹136.99,No Product Sale Price,27% OFF
Fresho,Tomato - Green (Loose),1 kg,₹41,₹56.16,No Product Sale Price,27% OFF
Fresho,Sapota - Organically Grown,1 kg,₹77,₹105.48,No Product Sale Price,27% OFF
Fresho,Banana - Karpooravalli,1 kg,₹61,₹83.56,No Product Sale Price,27% OFF
Fresho,Pear Beauty,2 pcs,₹118.26,₹162,No Product Sale Price,27% OFF
Fresho,Raw Mango (Loose),1 kg,₹136,₹186.3,No Product Sale Price,27% OFF
Fresho,Bitter Gourd - Forest (Loose),1 kg,₹73,₹100,No Product Sale Price,27% OFF
Fresho,"Capsicum - Yellow, Organically Grown (Loose)",1 pc,₹43.07,₹59,No Product Sale Price,27% OFF
Fresho,Dry Copra/Coconut,1 pc - Approx. 100-125 gm,₹55,₹75.34,No Product Sale Price,27% OFF
Fresho,Pumpkin - Organically Grown (Loose),1 pc,₹181.04,₹248,No Product Sale Price,27% OFF
Fresho,Baby Banana - Robusta,500 g - (4-6 pcs),₹32.12,₹44,No Product Sale Price,27% OFF
Fresho,Ash Gourd (Loose),1 pc - Approx. 2.5 to 4 Kg,₹104,₹142.47,No Product Sale Price,27% OFF
Fresho,Red Cabbage - Medium,1 Pc (Approx.601 g-950 g),₹53,₹72.6,No Product Sale Price,27% OFF
Fresho,Onion - White (Loose),1 kg,₹49.64,₹68,No Product Sale Price,27% OFF
Fresho,Lettuce - Romaine,500 g,₹60,₹82.19,No Product Sale Price,27% OFF
Fresho,Tender Jackfruit,1 pc,₹80.3,₹110,No Product Sale Price,27% OFF
Fresho,Wheat Grass - Organically Grown,20 g,₹34.31,₹47,No Product Sale Price,27% OFF
Fresho,Asparagus,1 kg,₹443,₹606.85,No Product Sale Price,27% OFF
Fresho,Sweet Corn - Organically Grown (Loose),2 pcs,₹44.53,₹61,No Product Sale Price,27% OFF
Fresho,Papaya- Diced,200 g,₹38,₹52.05,No Product Sale Price,27% OFF
Fresho,Spinach - Chopped,250 g,₹32,₹43.84,No Product Sale Price,27% OFF
Fresho,Banana Flower - Organically Grown (Loose),1 pc,₹31.39,₹43,No Product Sale Price,27% OFF
Fresho,Basil Italian - Hydroponically Grown,100 g,₹30,₹41.1,No Product Sale Price,27% OFF
Fresho,Grape fruit - Imported (Loose),1 pc - (Approx. 200 g -  300 g),₹97,₹132.88,No Product Sale Price,27% OFF
Fresho,Tapioca (Loose),1 kg,₹55,₹75.34,No Product Sale Price,27% OFF
Fresho,"Pineapple - Slices, Round",400 g,₹105,₹143.84,No Product Sale Price,27% OFF
Fresho,Celery - Hydroponically Grown,150 - 200 g,₹65.7,₹90,No Product Sale Price,27% OFF
Fresho,Banana Leaf,5 pcs,₹42,₹57.53,No Product Sale Price,27% OFF
Fresho,"Chilli - Bajji, Mild (Loose)",1 kg,₹83,₹113.7,No Product Sale Price,27% OFF
Fresho,Mushrooms - Milky,200 g,₹111.69,₹153,No Product Sale Price,27% OFF
Fresho,Capsicum - Red (Loose),1 kg,₹263,₹360.27,No Product Sale Price,27% OFF
Fresho,Organic Sprouts Horse Gram,150 g,₹27,₹36.99,No Product Sale Price,27% OFF
Fresho,Organic Sprouts Channa Brown,150 g,₹22,₹30.14,No Product Sale Price,27% OFF
Fresho,"Sambar Onion - Organically Grown, Rich In Antioxidants",1 kg,₹100,₹136.99,No Product Sale Price,27% OFF
Fresho,Carrots - Diced,200 g,₹34,₹46.58,No Product Sale Price,27% OFF
Fresho,Ginger - Chopped,100 g,₹53,₹72.6,No Product Sale Price,27% OFF
Fresho,"Basil - Thai, Sweet",10 g,₹35,₹47.95,No Product Sale Price,27% OFF
Fresho,Zucchini - Yellow,2 pcs Approx (300-400g),₹54,₹73.97,No Product Sale Price,27% OFF
